timestamp_utc,price_yes,price_no
2025-06-16 09:50:07+00:00,0.0005,0.9995
2025-06-16 10:00:07+00:00,0.0005,0.9995
2025-06-16 10:10:06+00:00,0.0005,0.9995
2025-06-16 10:20:07+00:00,0.0005,0.9995
2025-06-16 10:30:07+00:00,0.0005,0.9995
2025-06-16 10:40:07+00:00,0.0005,0.9995
2025-06-16 10:50:07+00:00,0.0005,0.9995
2025-06-16 11:00:07+00:00,0.0005,0.9995
2025-06-16 11:10:08+00:00,0.0005,0.9995
2025-06-16 11:20:07+00:00,0.0005,0.9995
2025-06-16 11:30:07+00:00,0.0005,0.9995
2025-06-16 11:40:07+00:00,0.0005,0.9995
2025-06-16 11:50:07+00:00,0.0005,0.9995
2025-06-16 12:00:08+00:00,0.0005,0.9995
2025-06-16 12:10:08+00:00,0.0005,0.9995
2025-06-16 12:20:07+00:00,0.0005,0.9995
2025-06-16 12:30:07+00:00,0.0005,0.9995
2025-06-16 12:40:06+00:00,0.0005,0.9995
2025-06-16 12:50:07+00:00,0.0005,0.9995
2025-06-16 13:00:06+00:00,0.0005,0.9995
2025-06-16 13:10:07+00:00,0.0005,0.9995
2025-06-16 13:20:08+00:00,0.0005,0.9995
2025-06-16 13:30:07+00:00,0.0005,0.9995
2025-06-16 13:40:08+00:00,0.0005,0.9995
2025-06-16 13:50:06+00:00,0.0005,0.9995
2025-06-16 14:00:07+00:00,0.0005,0.9995
2025-06-16 14:10:07+00:00,0.0005,0.9995
2025-06-16 14:20:07+00:00,0.0005,0.9995
2025-06-16 14:30:07+00:00,0.0005,0.9995
2025-06-16 14:40:07+00:00,0.0005,0.9995
2025-06-16 14:50:08+00:00,0.0005,0.9995
2025-06-16 15:00:07+00:00,0.0005,0.9995
2025-06-16 15:10:06+00:00,0.0005,0.9995
2025-06-16 15:20:07+00:00,0.0005,0.9995
2025-06-16 15:30:06+00:00,0.0005,0.9995
2025-06-16 15:40:07+00:00,0.0005,0.9995
2025-06-16 15:50:07+00:00,0.0005,0.9995
2025-06-16 16:00:08+00:00,0.0005,0.9995
2025-06-16 16:10:07+00:00,0.0005,0.9995
2025-06-16 16:20:06+00:00,0.0005,0.9995
2025-06-16 16:30:07+00:00,0.0005,0.9995
2025-06-16 16:40:07+00:00,0.0005,0.9995
2025-06-16 16:50:07+00:00,0.0005,0.9995
2025-06-16 17:00:07+00:00,0.0005,0.9995
2025-06-16 17:10:07+00:00,0.0005,0.9995
2025-06-16 17:20:07+00:00,0.0005,0.9995
2025-06-16 17:30:07+00:00,0.0005,0.9995
2025-06-16 17:40:07+00:00,0.0005,0.9995
2025-06-16 17:50:08+00:00,0.0005,0.9995
2025-06-16 18:00:08+00:00,0.0005,0.9995
2025-06-16 18:10:08+00:00,0.0005,0.9995
2025-06-16 18:20:07+00:00,0.0005,0.9995
2025-06-16 18:30:09+00:00,0.0005,0.9995
2025-06-16 18:40:08+00:00,0.0005,0.9995
2025-06-16 18:50:08+00:00,0.0005,0.9995
2025-06-16 19:00:08+00:00,0.0005,0.9995
2025-06-16 19:10:08+00:00,0.0005,0.9995
2025-06-16 19:20:08+00:00,0.0005,0.9995
2025-06-16 19:30:07+00:00,0.0005,0.9995
2025-06-16 19:40:07+00:00,0.0005,0.9995
2025-06-16 19:50:08+00:00,0.0005,0.9995
2025-06-16 20:00:08+00:00,0.0005,0.9995
2025-06-16 20:10:07+00:00,0.0005,0.9995
2025-06-16 20:20:07+00:00,0.0005,0.9995
2025-06-16 20:30:08+00:00,0.0005,0.9995
2025-06-16 20:40:07+00:00,0.0005,0.9995
2025-06-16 20:50:08+00:00,0.0005,0.9995
2025-06-16 21:00:08+00:00,0.0005,0.9995
2025-06-16 21:10:07+00:00,0.0005,0.9995
2025-06-16 21:20:07+00:00,0.0005,0.9995
2025-06-16 21:30:07+00:00,0.0005,0.9995
2025-06-16 21:40:08+00:00,0.0005,0.9995
2025-06-16 21:50:08+00:00,0.0005,0.9995
2025-06-16 22:00:08+00:00,0.0005,0.9995
2025-06-16 22:10:07+00:00,0.0005,0.9995
2025-06-16 22:20:07+00:00,0.0005,0.9995
2025-06-16 22:30:07+00:00,0.0005,0.9995
2025-06-16 22:40:08+00:00,0.0005,0.9995
2025-06-16 22:50:07+00:00,0.0005,0.9995
2025-06-16 23:00:07+00:00,0.0005,0.9995
2025-06-16 23:10:09+00:00,0.0005,0.9995
2025-06-16 23:20:07+00:00,0.0005,0.9995
2025-06-16 23:30:08+00:00,0.0005,0.9995
